measurement_id,time,latitude,longitude,rsrp_dbm,rsrq_db,rssi_dbm,sinr_db,pathloss_db,dl_throughput_mbps,ul_throughput_mbps,operator,timing_advance,frequency_khz,channel_number,pci,cell_id,enb_id,sector_id
4666,2024-10-13 15:47:14.415,48.198051,16.342176,-92.4,-10.6,-61.4,1.6,107.0,16.5,0.1,A,4.0,1855000.0,1700,288,163339,638,11
4667,2024-10-13 15:47:14.930,48.198051,16.342176,-91.9,-14.8,-56.9,2.3,107.0,11.3,0.1,A,4.0,1855000.0,1700,288,163339,638,11
4668,2024-10-13 15:47:15.430,48.198063,16.342249,-88.4,-14.2,-53.6,6.4,106.0,25.6,0.2,A,4.0,1855000.0,1700,288,163339,638,11
4669,2024-10-13 15:02:00.784,48.199028,16.367929,-84.8,-17.3,-47.5,11.3,100.0,83.4,0.2,A,6.0,2630000.0,2850,354,100097,391,1
4670,2024-10-13 15:47:15.932,48.198063,16.342249,-90.5,-13.1,-56.4,5.1,104.0,25.2,0.2,A,4.0,1855000.0,1700,288,163339,638,11
4671,2024-10-13 15:47:16.449,48.198074,16.342321,-89.4,-12.3,-56.4,8.0,105.0,28.8,0.2,A,4.0,1855000.0,1700,288,163339,638,11
4673,2024-10-13 15:47:16.962,48.198074,16.342321,-90.1,-12.6,-56.6,8.1,104.0,33.4,0.2,A,4.0,1855000.0,1700,288,163339,638,11
4674,2024-10-13 15:47:17.478,48.198086,16.342394,-88.4,-11.1,-56.4,6.3,105.0,36.4,0.2,A,4.0,1855000.0,1700,288,163339,638,11
4675,2024-10-13 15:47:17.989,48.198086,16.342394,-86.3,-11.3,-54.9,13.0,103.0,41.5,0.2,A,4.0,1855000.0,1700,288,163339,638,11
4676,2024-10-13 15:47:18.501,48.198097,16.342466,-90.4,-12.3,-57.4,9.4,103.0,43.0,0.2,A,4.0,1855000.0,1700,288,163339,638,11
4677,2024-10-13 15:47:19.014,48.198097,16.342466,-88.1,-11.5,-56.7,8.6,105.0,35.2,0.3,A,4.0,1855000.0,1700,288,163339,638,11
4678,2024-10-13 15:47:19.519,48.198109,16.342539,-90.6,-13.1,-56.6,6.9,105.0,31.8,0.3,A,4.0,1855000.0,1700,288,163339,638,11
4679,2024-10-13 15:47:20.022,48.198109,16.342539,-89.8,-11.9,-57.9,12.3,106.0,37.0,0.2,A,4.0,1855000.0,1700,288,163339,638,11
4680,2024-10-13 15:47:20.534,48.19812,16.342613,-90.1,-11.8,-57.9,9.0,106.0,39.7,0.3,A,4.0,1855000.0,1700,288,163339,638,11
4681,2024-10-13 15:47:21.046,48.19812,16.342613,-92.3,-12.1,-59.7,7.2,106.0,36.2,0.3,A,4.0,1855000.0,1700,288,163339,638,11
4682,2024-10-13 15:02:01.284,48.199028,16.367929,-83.1,-16.8,-47.3,12.7,99.0,79.3,0.2,A,7.0,2630000.0,2850,354,100097,391,1
4683,2024-10-13 15:47:21.552,48.198132,16.342686,-92.6,-12.8,-59.7,5.3,107.0,35.9,0.2,A,4.0,1855000.0,1700,288,163339,638,11
4684,2024-10-13 15:47:22.054,48.198132,16.342686,-94.3,-12.0,-61.3,6.2,108.0,27.2,0.2,A,4.0,1855000.0,1700,288,163339,638,11
4685,2024-10-13 15:47:22.557,48.198143,16.34276,-90.0,-11.3,-58.7,7.3,108.0,34.2,0.2,A,4.0,1855000.0,1700,288,163339,638,11
4686,2024-10-13 15:47:23.062,48.198143,16.34276,-92.6,-12.4,-60.1,10.0,108.0,31.6,0.3,A,4.0,1855000.0,1700,288,163339,638,11
4687,2024-10-13 15:47:23.570,48.198158,16.342834,-92.6,-12.1,-59.9,10.8,108.0,32.8,0.3,A,4.0,1855000.0,1700,288,163339,638,11
4688,2024-10-13 15:47:24.082,48.198158,16.342834,-96.8,-13.5,-63.3,7.0,108.0,31.1,0.2,A,4.0,1855000.0,1700,288,163339,638,11
4689,2024-10-13 15:47:24.582,48.19817,16.342909,-93.9,-12.8,-61.1,3.7,110.0,30.2,0.2,A,4.0,1855000.0,1700,288,163339,638,11
4690,2024-10-13 15:47:25.083,48.19817,16.342909,-94.4,-14.2,-60.2,9.9,110.0,28.7,0.3,A,4.0,1855000.0,1700,288,163339,638,11
4691,2024-10-13 15:47:25.583,48.198181,16.342981,-91.9,-12.8,-59.1,7.2,108.0,31.3,0.6,A,4.0,1855000.0,1700,288,163339,638,11
4692,2024-10-13 15:47:26.089,48.198181,16.342981,-93.8,-13.6,-60.2,5.6,109.0,28.3,0.3,A,4.0,1855000.0,1700,288,163339,638,11
4693,2024-10-13 15:47:26.589,48.198193,16.343052,-96.1,-14.1,-62.1,1.8,110.0,21.6,0.4,A,5.0,1855000.0,1700,288,163339,638,11
4694,2024-10-13 15:47:27.099,48.198193,16.343052,-96.4,-13.3,-63.1,2.0,110.0,21.0,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4695,2024-10-13 15:02:01.784,48.199028,16.367929,-84.8,-17.1,-47.8,11.7,100.0,78.4,0.2,A,,2630000.0,2850,354,100097,391,1
4696,2024-10-13 15:47:27.601,48.198204,16.343124,-97.9,-13.5,-64.4,5.5,112.0,22.6,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4697,2024-10-13 15:47:28.114,48.198204,16.343124,-97.0,-13.6,-63.4,1.2,113.0,26.2,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4698,2024-10-13 15:47:28.618,48.198215,16.343193,-96.8,-13.5,-63.3,8.3,113.0,25.4,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4699,2024-10-13 15:47:29.130,48.198215,16.343193,-98.4,-16.0,-62.4,-4.3,113.0,20.8,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4700,2024-10-13 15:47:29.630,48.198223,16.343262,-95.8,-14.3,-61.5,2.2,112.0,19.1,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4701,2024-10-13 15:47:30.142,48.198223,16.343262,-97.2,-15.0,-62.2,-0.4,112.0,20.7,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4702,2024-10-13 15:47:30.652,48.198235,16.343325,-96.1,-13.0,-63.1,2.2,110.0,22.6,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4703,2024-10-13 15:47:31.161,48.198235,16.343325,-97.1,-14.3,-62.8,-1.0,112.0,22.1,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4704,2024-10-13 15:47:31.666,48.198242,16.343382,-94.5,-14.6,-59.9,4.6,111.0,20.4,0.4,A,5.0,1855000.0,1700,288,163339,638,11
4705,2024-10-13 15:47:32.171,48.198242,16.343382,-96.3,-13.1,-62.3,10.6,111.0,24.7,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4706,2024-10-13 15:47:32.671,48.19825,16.343428,-94.9,-12.6,-62.3,9.8,111.0,23.3,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4707,2024-10-13 15:02:02.285,48.199028,16.367929,-84.6,-16.2,-48.3,9.7,100.0,88.5,0.2,A,6.0,2630000.0,2850,354,100097,391,1
4708,2024-10-13 15:47:33.186,48.19825,16.343428,-96.3,-14.6,-61.8,7.5,110.0,20.2,0.4,A,5.0,1855000.0,1700,288,163339,638,11
4709,2024-10-13 15:47:33.688,48.198257,16.343466,-95.9,-12.5,-63.4,6.7,110.0,22.3,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4710,2024-10-13 15:47:34.199,48.198257,16.343466,-95.4,-14.4,-61.1,8.3,111.0,26.2,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4711,2024-10-13 15:47:34.699,48.198257,16.343493,-97.0,-14.3,-62.5,6.8,111.0,25.0,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4712,2024-10-13 15:47:35.199,48.198257,16.343493,-98.3,-14.6,-61.1,3.0,113.0,17.2,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4713,2024-10-13 15:47:35.703,48.198257,16.343515,-98.5,-13.1,-65.5,1.4,114.0,18.2,0.3,A,4.0,1855000.0,1700,288,163339,638,11
4714,2024-10-13 15:47:36.203,48.19825,16.34354,-97.6,-12.6,-65.0,8.1,114.0,23.6,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4715,2024-10-13 15:47:36.706,48.19825,16.34354,-97.4,-12.3,-65.1,4.5,113.0,25.9,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4716,2024-10-13 15:47:37.225,48.198231,16.343563,-98.7,-12.9,-65.8,4.1,113.0,27.7,0.1,A,5.0,1855000.0,1700,288,163339,638,11
4717,2024-10-13 15:47:37.728,48.198231,16.343563,-99.1,-11.9,-66.1,4.2,113.0,28.5,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4718,2024-10-13 15:47:38.260,48.198204,16.343582,-99.3,-12.8,-66.5,2.5,113.0,27.4,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4719,2024-10-13 15:02:02.789,48.199028,16.367929,-82.9,-17.2,-47.1,14.4,100.0,86.1,0.2,A,,2630000.0,2850,354,100097,391,1
4720,2024-10-13 15:47:38.773,48.198204,16.343582,-98.3,-11.9,-65.7,4.8,113.0,27.9,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4721,2024-10-13 15:47:39.277,48.198174,16.343601,-98.8,-13.3,-65.1,4.0,114.0,25.4,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4722,2024-10-13 15:47:39.798,48.198174,16.343601,-96.6,-12.3,-64.3,3.7,114.0,30.1,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4723,2024-10-13 15:47:40.314,48.198132,16.34362,-96.2,-12.7,-63.5,4.1,112.0,32.5,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4724,2024-10-13 15:47:40.840,48.198132,16.34362,-96.2,-12.8,-63.1,4.0,110.0,31.9,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4725,2024-10-13 15:47:41.351,48.198086,16.343641,-89.3,-11.6,-57.1,10.4,108.0,37.6,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4726,2024-10-13 15:47:41.854,48.198086,16.343641,-89.2,-13.3,-55.6,11.6,105.0,53.9,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4727,2024-10-13 15:47:42.354,48.19804,16.34366,-92.9,-11.5,-58.9,6.2,107.0,37.8,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4728,2024-10-13 15:47:42.866,48.19804,16.34366,-93.4,-10.2,-60.4,6.6,107.0,37.2,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4729,2024-10-13 15:47:43.366,48.197994,16.343683,-90.2,-12.5,-57.1,6.2,109.0,33.3,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4730,2024-10-13 15:47:43.880,48.197994,16.343683,-89.3,-10.9,-56.1,9.3,110.0,37.4,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4731,2024-10-13 15:47:44.401,48.197945,16.3437,-83.3,-11.6,-51.7,10.3,101.0,45.2,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4732,2024-10-13 15:02:03.289,48.199028,16.367929,-83.5,-16.3,-47.9,11.5,100.0,90.5,0.2,A,,2630000.0,2850,354,100097,391,1
4733,2024-10-13 15:47:44.903,48.197945,16.3437,-88.3,-13.0,-54.3,11.3,102.0,39.8,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4734,2024-10-13 15:47:45.433,48.197895,16.343721,-84.8,-10.1,-54.2,7.8,100.0,45.1,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4735,2024-10-13 15:47:45.947,48.197895,16.343721,-93.9,-9.9,-64.0,10.1,106.0,40.3,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4736,2024-10-13 15:47:46.478,48.197849,16.343746,-93.4,-11.3,-60.1,6.0,107.0,36.6,0.3,A,5.0,1855000.0,1700,288,163339,638,11
4737,2024-10-13 15:47:46.983,48.197849,16.343746,-92.9,-11.4,-61.6,6.8,109.0,33.5,0.3,A,5.0,1855000.0,1700,288,163339,638,11
4738,2024-10-13 15:47:47.497,48.197807,16.343771,-96.2,-13.1,-62.8,6.5,110.0,27.5,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4739,2024-10-13 15:47:48.002,48.197807,16.343771,-93.5,-12.3,-60.7,5.0,109.0,25.3,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4741,2024-10-13 15:47:48.517,48.197758,16.343796,-96.1,-13.4,-62.8,13.0,109.0,28.3,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4742,2024-10-13 15:47:49.019,48.197758,16.343796,-93.8,-12.8,-60.4,8.2,110.0,33.9,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4743,2024-10-13 15:47:49.531,48.197712,16.343821,-95.5,-13.7,-61.6,6.6,110.0,34.9,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4744,2024-10-13 15:47:50.037,48.197712,16.343821,-96.1,-15.0,-61.1,3.7,111.0,24.6,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4745,2024-10-13 15:02:03.790,48.199028,16.367929,-83.0,-15.9,-48.0,15.0,99.0,113.3,0.2,A,,2630000.0,2850,354,100097,391,1
4746,2024-10-13 15:47:50.559,48.197666,16.343845,-95.9,-13.6,-61.8,7.1,110.0,25.5,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4747,2024-10-13 15:47:51.097,48.197666,16.343845,-95.2,-12.3,-61.6,4.7,110.0,31.1,0.6,A,5.0,1855000.0,1700,288,163339,638,11
4748,2024-10-13 15:47:51.615,48.197624,16.34387,-94.3,-13.1,-61.0,4.3,110.0,27.0,0.3,A,5.0,1855000.0,1700,288,163339,638,11
4749,2024-10-13 15:47:52.115,48.197624,16.34387,-94.1,-12.5,-60.7,2.1,110.0,23.8,0.3,A,5.0,1855000.0,1700,288,163339,638,11
4750,2024-10-13 15:47:52.616,48.197578,16.343895,-94.8,-13.0,-61.0,-0.3,110.0,24.2,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4751,2024-10-13 15:47:53.123,48.197578,16.343895,-95.9,-14.0,-61.4,2.3,111.0,21.9,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4752,2024-10-13 15:47:53.645,48.197533,16.34392,-95.9,-15.2,-60.1,0.3,111.0,21.7,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4753,2024-10-13 15:47:54.179,48.197533,16.34392,-97.8,-14.8,-61.9,4.6,112.0,20.6,0.4,A,5.0,1855000.0,1700,288,163339,638,11
4754,2024-10-13 15:47:54.680,48.197487,16.343945,-96.8,-13.7,-62.1,2.0,112.0,19.9,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4755,2024-10-13 15:47:55.203,48.197487,16.343945,-98.5,-14.8,-62.1,-1.6,113.0,17.7,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4756,2024-10-13 15:47:55.712,48.197441,16.343967,-95.5,-14.3,-61.3,2.2,111.0,18.6,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4757,2024-10-13 15:02:04.290,48.199028,16.367929,-83.1,-16.6,-47.4,17.5,99.0,112.9,0.2,A,,2630000.0,2850,354,100097,391,1
4758,2024-10-13 15:47:56.226,48.197395,16.34399,-93.8,-14.8,-58.9,1.6,109.0,22.9,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4759,2024-10-13 15:47:56.728,48.197395,16.34399,-92.3,-13.4,-58.9,2.6,107.0,24.4,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4760,2024-10-13 15:47:57.247,48.197353,16.344013,-95.3,-14.3,-61.0,2.6,109.0,22.0,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4761,2024-10-13 15:47:57.747,48.197353,16.344013,-96.0,-15.2,-58.6,-0.4,111.0,18.1,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4762,2024-10-13 15:47:58.257,48.197308,16.344034,-92.5,-14.7,-55.8,-5.5,109.0,12.6,0.3,A,5.0,1855000.0,1700,288,163339,638,11
4763,2024-10-13 15:47:58.766,48.197308,16.344034,-88.8,-14.7,-53.1,0.5,105.0,15.4,0.4,A,5.0,1855000.0,1700,288,163339,638,11
4764,2024-10-13 15:47:59.275,48.197262,16.344055,-92.1,-14.9,-55.9,-1.7,107.0,16.0,0.2,A,5.0,1855000.0,1700,288,163339,638,11
4765,2024-10-13 15:47:59.795,48.197262,16.344055,-94.9,-17.3,-53.7,-5.5,108.0,17.3,0.1,A,5.0,1855000.0,1700,288,163339,638,11
4766,2024-10-13 15:48:00.302,48.197216,16.344076,-89.9,-15.1,-54.8,1.0,104.0,8.2,0.1,A,5.0,1855000.0,1700,289,163340,638,12
4767,2024-10-13 15:48:00.815,48.197216,16.344076,-88.4,-14.6,-53.8,0.5,104.0,10.6,0.2,A,6.0,1855000.0,1700,289,163340,638,12
4768,2024-10-13 15:48:01.342,48.197174,16.344099,-89.9,-13.9,-54.8,2.3,104.0,17.8,0.2,A,6.0,1855000.0,1700,289,163340,638,12
4769,2024-10-13 15:02:04.791,48.199028,16.367929,-84.9,-17.7,-48.6,9.8,100.0,86.4,0.2,A,5.0,2630000.0,2850,354,100097,391,1
4770,2024-10-13 15:48:01.856,48.197174,16.344099,-91.9,-14.0,-57.3,6.1,108.0,23.4,0.2,A,6.0,1855000.0,1700,289,163340,638,12
4771,2024-10-13 15:48:02.371,48.197132,16.34412,-91.7,-14.2,-56.8,3.9,107.0,23.5,0.2,A,6.0,1855000.0,1700,289,163340,638,12
4772,2024-10-13 15:48:02.904,48.197132,16.34412,-88.4,-12.9,-55.6,5.3,104.0,22.3,0.2,A,6.0,1855000.0,1700,289,163340,638,12
4773,2024-10-13 15:48:03.404,48.19709,16.344141,-86.9,-12.9,-53.9,11.4,103.0,17.7,0.1,A,6.0,1855000.0,1700,289,163340,638,12
4774,2024-10-13 15:48:03.922,48.19709,16.344141,-88.9,-14.6,-54.4,3.3,102.0,30.9,0.2,A,6.0,1855000.0,1700,289,163340,638,12
4775,2024-10-13 15:48:04.438,48.197048,16.344164,-87.6,-14.0,-53.6,10.8,104.0,23.6,0.1,A,5.0,1855000.0,1700,289,163340,638,12
4776,2024-10-13 15:48:04.952,48.197048,16.344164,-89.3,-13.4,-53.8,2.2,103.0,25.1,0.1,A,5.0,1855000.0,1700,289,163340,638,12
4777,2024-10-13 15:48:05.465,48.19701,16.344183,-86.9,-14.3,-52.6,3.9,103.0,17.8,0.1,A,5.0,1855000.0,1700,289,163340,638,12
4778,2024-10-13 15:48:05.979,48.19701,16.344183,-87.8,-12.5,-54.5,8.7,103.0,22.1,0.1,A,5.0,1855000.0,1700,289,163340,638,12
4779,2024-10-13 15:48:06.495,48.196972,16.344204,-84.6,-13.8,-50.8,-0.4,101.0,21.7,0.2,A,5.0,1855000.0,1700,289,163340,638,12
4780,2024-10-13 15:48:07.005,48.196972,16.344204,-85.0,-10.1,-52.3,10.5,101.0,21.1,0.1,A,5.0,1855000.0,1700,289,163340,638,12
4781,2024-10-13 15:02:05.291,48.199028,16.367929,-84.1,-17.4,-48.7,10.1,101.0,68.1,0.2,A,,2630000.0,2850,354,100097,391,1
4782,2024-10-13 15:48:07.510,48.196941,16.344219,-85.3,-12.6,-52.7,12.6,102.0,23.6,0.1,A,5.0,1855000.0,1700,289,163340,638,12
4783,2024-10-13 15:48:08.034,48.196941,16.344219,-86.8,-12.7,-53.2,6.6,101.0,33.1,0.1,A,5.0,1855000.0,1700,289,163340,638,12
4784,2024-10-13 15:48:08.554,48.196911,16.344236,-88.0,-11.9,-54.9,4.4,100.0,14.5,0.1,A,5.0,1855000.0,1700,289,163340,638,12
4785,2024-10-13 15:48:09.066,48.196911,16.344236,-85.3,-13.7,-51.6,13.5,100.0,18.3,0.1,A,5.0,1855000.0,1700,289,163340,638,12
4786,2024-10-13 15:48:09.577,48.196892,16.34425,-84.1,-13.4,-50.4,5.6,101.0,23.2,0.1,A,5.0,1855000.0,1700,289,163340,638,12
4787,2024-10-13 15:48:10.134,48.196892,16.34425,-88.7,-14.3,-53.6,5.2,101.0,18.1,0.1,A,5.0,1855000.0,1700,289,163340,638,12
4788,2024-10-13 15:48:10.642,48.196869,16.344263,-84.4,-12.8,-51.6,4.2,100.0,22.6,0.1,A,5.0,1855000.0,1700,289,163340,638,12
4789,2024-10-13 15:48:11.150,48.196869,16.344263,-84.1,-12.7,-51.4,6.3,101.0,26.0,0.1,A,5.0,1855000.0,1700,289,163340,638,12
4790,2024-10-13 15:48:11.654,48.19685,16.344271,-85.9,-13.9,-51.5,-0.1,102.0,23.0,0.1,A,5.0,1855000.0,1700,289,163340,638,12
4791,2024-10-13 15:48:12.155,48.19685,16.344271,-84.8,-13.4,-50.6,5.9,102.0,24.7,0.2,A,5.0,1855000.0,1700,289,163340,638,12
4792,2024-10-13 15:02:05.792,48.199028,16.367929,-84.4,-16.9,-47.8,9.1,100.0,66.8,0.3,A,6.0,2630000.0,2850,354,100097,391,1
4793,2024-10-13 15:48:12.665,48.196838,16.34428,-86.9,-15.3,-51.5,2.5,101.0,15.5,0.1,A,5.0,1855000.0,1700,289,163340,638,12
4794,2024-10-13 15:48:13.175,48.196838,16.34428,-86.3,-13.9,-52.4,8.6,101.0,22.4,0.3,A,5.0,1855000.0,1700,289,163340,638,12
4795,2024-10-13 15:48:13.682,48.196819,16.344278,-85.6,-13.1,-52.0,10.6,100.0,27.4,0.2,A,5.0,1855000.0,1700,289,163340,638,12
4796,2024-10-13 15:48:14.204,48.196819,16.344278,-84.9,-12.7,-51.4,10.8,101.0,26.6,0.2,A,5.0,1855000.0,1700,289,163340,638,12
4797,2024-10-13 15:48:14.714,48.1968,16.344275,-83.1,-14.7,-48.0,3.2,100.0,18.5,0.1,A,5.0,1855000.0,1700,289,163340,638,12
4798,2024-10-13 15:48:15.271,48.196781,16.344267,-84.4,-15.1,-49.3,2.9,98.0,21.5,0.1,A,5.0,1855000.0,1700,289,163340,638,12
4799,2024-10-13 15:48:15.798,48.196781,16.344267,-80.2,-10.3,-49.1,3.9,93.0,12.4,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4800,2024-10-13 15:48:16.305,48.196766,16.344255,-79.4,-11.9,-47.5,5.2,97.0,22.9,0.3,A,5.0,1855000.0,1700,296,110093,430,13
4801,2024-10-13 15:48:16.821,48.196766,16.344255,-78.5,-11.9,-46.5,3.7,99.0,26.4,0.2,A,5.0,1855000.0,1700,296,110093,430,13
4802,2024-10-13 15:48:17.337,48.196751,16.34424,-83.3,-14.8,-48.6,4.2,97.0,22.1,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4803,2024-10-13 15:48:17.843,48.196751,16.34424,-81.3,-13.6,-47.8,2.6,98.0,18.0,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4804,2024-10-13 15:02:06.295,48.199028,16.367929,-84.3,-17.3,-48.6,9.7,101.0,74.9,0.2,A,,2630000.0,2850,354,100097,391,1
4805,2024-10-13 15:48:18.375,48.196739,16.344225,-84.9,-15.6,-48.6,-0.5,98.0,27.1,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4806,2024-10-13 15:48:18.880,48.196739,16.344225,-79.8,-12.8,-46.9,5.2,98.0,24.8,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4807,2024-10-13 15:48:19.383,48.196724,16.344208,-86.3,-16.4,-49.3,-2.3,98.0,19.6,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4808,2024-10-13 15:48:19.883,48.196724,16.344208,-82.8,-17.0,-45.8,-6.1,97.0,17.6,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4809,2024-10-13 15:48:20.383,48.196712,16.344191,-81.4,-13.3,-48.2,3.8,96.0,20.7,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4810,2024-10-13 15:48:20.893,48.196712,16.344191,-77.2,-13.1,-44.1,4.4,95.0,22.4,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4811,2024-10-13 15:48:21.394,48.196701,16.344173,-78.2,-12.4,-45.8,3.4,95.0,27.1,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4812,2024-10-13 15:48:21.900,48.196701,16.344173,-79.4,-12.6,-46.8,2.5,95.0,25.8,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4813,2024-10-13 15:48:22.416,48.196682,16.344156,-79.5,-13.2,-46.3,2.7,96.0,22.4,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4814,2024-10-13 15:48:22.928,48.196682,16.344156,-77.2,-11.7,-45.6,5.3,94.0,31.3,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4815,2024-10-13 15:48:23.432,48.196663,16.344145,-84.5,-13.4,-51.1,-1.0,97.0,28.5,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4816,2024-10-13 15:02:06.797,48.199028,16.367929,-84.5,-16.8,-49.2,10.2,101.0,65.7,0.2,A,,2630000.0,2850,354,100097,391,1
4817,2024-10-13 15:48:23.935,48.196663,16.344145,-77.6,-12.2,-45.4,4.8,94.0,23.8,0.1,A,4.0,1855000.0,1700,296,110093,430,13
4818,2024-10-13 15:48:24.450,48.196648,16.344133,-77.0,-11.9,-45.1,9.2,92.0,35.6,0.1,A,4.0,1855000.0,1700,296,110093,430,13
4820,2024-10-13 15:48:24.950,48.196648,16.344133,-79.1,-13.8,-45.3,6.9,91.0,35.1,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4821,2024-10-13 15:48:25.452,48.196625,16.344128,-78.8,-13.2,-45.6,5.7,93.0,29.7,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4822,2024-10-13 15:48:25.966,48.196625,16.344128,-78.4,-12.4,-45.9,4.2,99.0,16.3,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4823,2024-10-13 15:48:26.474,48.196602,16.344131,-79.4,-10.9,-48.6,15.8,97.0,20.4,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4824,2024-10-13 15:48:26.974,48.196602,16.344131,-80.8,-14.3,-46.6,2.0,97.0,20.3,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4825,2024-10-13 15:48:27.487,48.196575,16.344145,-85.2,-15.0,-48.6,0.7,98.0,17.1,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4826,2024-10-13 15:48:27.990,48.196575,16.344145,-85.2,-15.4,-49.8,1.8,100.0,16.5,0.2,A,5.0,1855000.0,1700,296,110093,430,13
4827,2024-10-13 15:48:28.502,48.196545,16.344168,-86.6,-14.8,-50.4,-0.6,101.0,17.6,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4828,2024-10-13 15:48:29.003,48.196545,16.344168,-89.6,-16.6,-52.3,-4.1,102.0,18.7,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4829,2024-10-13 15:02:07.298,48.199028,16.367929,-84.0,-16.9,-48.7,11.4,101.0,86.3,0.2,A,,2630000.0,2850,354,100097,391,1
4830,2024-10-13 15:48:29.512,48.19651,16.344193,-89.8,-15.5,-54.4,-0.8,105.0,12.2,0.1,A,5.0,1855000.0,1700,296,110093,430,13
4831,2024-10-13 15:48:30.012,48.19651,16.344193,-85.9,-11.6,-53.1,6.5,102.0,6.4,0.2,A,5.0,1855000.0,1700,289,163340,638,12
4832,2024-10-13 15:48:30.513,48.196476,16.344223,-88.9,-13.4,-55.5,1.4,104.0,16.3,0.2,A,5.0,1855000.0,1700,289,163340,638,12
4833,2024-10-13 15:48:31.019,48.196476,16.344223,-89.1,-13.6,-55.4,7.6,105.0,21.1,0.2,A,5.0,1855000.0,1700,289,163340,638,12
4834,2024-10-13 15:48:31.534,48.196445,16.344254,-90.6,-13.4,-54.4,9.3,105.0,24.9,0.2,A,5.0,1855000.0,1700,289,163340,638,12
4835,2024-10-13 15:48:32.042,48.196445,16.344254,-84.3,-12.1,-51.4,10.9,102.0,20.4,0.2,A,5.0,1855000.0,1700,289,163340,638,12
